"Date","Price","Open","High","Low","Vol.","Change %"
"20/12/2024","169.66","167.73","171.26","165.63","13.81M","0.52%"
"19/12/2024","168.79","167.55","171.00","167.40","8.39M","2.04%"
"18/12/2024","165.41","169.41","171.23","165.36","8.82M","-2.53%"
"17/12/2024","169.71","170.75","172.99","169.27","8.94M","-0.89%"
"16/12/2024","171.23","173.84","174.27","170.93","9.57M","-1.25%"
"13/12/2024","173.39","175.00","176.14","171.64","8.35M","-1.10%"
"12/12/2024","175.32","178.00","178.17","174.81","8.15M","-1.83%"
"11/12/2024","178.58","178.00","181.38","174.83","13.19M","0.47%"
"10/12/2024","177.74","173.46","177.80","171.06","26.50M","-6.67%"
"09/12/2024","190.45","196.30","198.31","188.93","20.16M","-0.65%"
"06/12/2024","191.69","187.00","192.63","186.38","10.50M","2.93%"
"05/12/2024","186.24","189.02","189.02","185.85","6.40M","-1.04%"
"04/12/2024","188.19","188.00","189.79","185.90","8.91M","2.90%"
"03/12/2024","182.89","181.18","183.04","179.11","8.92M","0.82%"
"02/12/2024","181.41","185.29","185.29","181.00","8.86M","-1.86%"
"29/11/2024","184.84","184.01","185.93","184.00","4.63M","1.17%"
"27/11/2024","182.70","188.96","188.96","182.22","8.37M","-4.03%"
"26/11/2024","190.37","188.32","192.40","188.32","6.43M","1.27%"
"25/11/2024","187.99","194.50","194.75","187.99","15.14M","-2.24%"
"22/11/2024","192.29","193.00","194.20","191.06","6.88M","-0.07%"
"21/11/2024","192.43","191.94","196.04","191.64","11.39M","0.88%"
"20/11/2024","190.75","190.90","190.97","187.82","4.86M","0.98%"
"19/11/2024","188.90","184.89","189.32","184.32","8.12M","1.71%"
"18/11/2024","185.73","184.30","186.18","182.88","6.29M","1.08%"
"15/11/2024","183.74","184.52","185.80","182.33","8.99M","-1.77%"
"14/11/2024","187.05","188.66","189.59","186.71","7.80M","-1.36%"
"13/11/2024","189.63","189.00","191.77","188.79","5.70M","0.03%"
"12/11/2024","189.58","188.54","190.61","187.20","6.63M","0.24%"
"11/11/2024","189.13","191.05","191.50","187.84","5.97M","-0.06%"
"08/11/2024","189.25","186.26","190.16","186.26","8.52M","1.55%"
"07/11/2024","186.37","181.08","186.67","180.54","7.76M","2.83%"
"06/11/2024","181.24","178.52","182.10","177.42","11.08M","5.51%"
"05/11/2024","171.78","170.47","171.89","170.32","5.46M","1.29%"
"04/11/2024","169.59","170.31","170.48","168.73","4.80M","-0.25%"
"01/11/2024","170.02","170.15","172.27","169.10","5.68M","1.30%"
"31/10/2024","167.84","170.52","170.88","167.40","9.48M","-3.85%"
"30/10/2024","174.56","173.98","176.16","172.79","5.82M","0.65%"
"29/10/2024","173.43","172.29","174.02","172.29","4.12M","0.59%"
"28/10/2024","172.42","174.04","174.17","172.13","4.33M","-0.63%"
"25/10/2024","173.52","174.78","176.29","173.10","3.67M","-0.49%"
"24/10/2024","174.38","173.32","174.95","172.91","3.49M","0.74%"
"23/10/2024","173.10","174.50","176.07","173.01","4.83M","-1.26%"
"22/10/2024","175.31","175.45","175.85","174.28","5.51M","0.89%"
"21/10/2024","173.76","174.45","175.15","173.16","4.20M","-0.53%"
"18/10/2024","174.69","176.80","176.97","174.58","5.00M","-0.56%"
"17/10/2024","175.68","177.50","177.75","175.14","5.47M","0.52%"
"16/10/2024","174.77","173.50","174.91","171.64","6.38M","0.39%"
"15/10/2024","174.09","176.94","178.22","173.75","5.85M","-1.15%"
"14/10/2024","176.12","176.55","177.22","175.50","4.69M","0.20%"
"11/10/2024","175.77","175.49","177.00","174.40","5.87M","0.21%"
"10/10/2024","175.41","177.65","178.30","174.18","7.12M","-1.62%"
"09/10/2024","178.29","174.56","178.61","173.81","8.12M","2.25%"
"08/10/2024","174.37","170.60","174.64","170.44","7.85M","2.59%"
"07/10/2024","169.97","170.42","172.33","169.55","6.79M","-0.52%"
"04/10/2024","170.86","168.71","170.90","168.16","6.39M","2.40%"
"03/10/2024","166.86","166.89","167.86","166.24","4.74M","-0.51%"
"02/10/2024","167.71","167.60","169.18","167.27","7.07M","0.33%"
"01/10/2024","167.16","170.22","170.51","165.97","7.60M","-1.90%"
"30/09/2024","170.40","169.50","170.52","166.45","10.22M","0.98%"
"27/09/2024","168.74","168.09","169.11","166.51","8.97M","0.38%"
