"Date","Price","Open","High","Low","Vol.","Change %"
"20/03/2024","127.60","123.90","128.80","122.66","40.95M","3.07%"
"19/03/2024","123.80","121.69","124.03","120.40","24.49M","0.06%"
"18/03/2024","123.72","125.40","126.29","123.17","25.74M","0.14%"
"15/03/2024","123.55","125.35","126.74","123.01","88.82M","-2.12%"
"14/03/2024","126.23","126.25","127.31","124.77","38.03M","0.35%"
"13/03/2024","125.79","128.29","128.29","125.24","37.84M","-2.63%"
"12/03/2024","129.19","130.70","130.78","125.93","42.79M","-0.10%"
"11/03/2024","129.31","127.79","129.90","125.26","31.11M","-1.19%"
"08/03/2024","130.87","139.43","141.30","130.16","74.02M","-6.99%"
"07/03/2024","140.70","138.20","141.43","137.29","62.83M","4.22%"
"06/03/2024","135.00","139.16","139.48","134.71","43.20M","0.54%"
"05/03/2024","134.27","139.50","139.50","133.24","36.04M","-4.24%"
"04/03/2024","140.23","140.32","143.82","138.52","34.85M","0.22%"
"01/03/2024","139.92","132.59","140.78","132.00","44.49M","7.59%"
"29/02/2024","130.05","130.33","130.84","128.73","27.54M","0.86%"
"28/02/2024","128.94","129.30","129.85","128.30","10.97M","-0.53%"
"27/02/2024","129.62","130.91","131.19","129.22","12.13M","-0.99%"
"26/02/2024","130.91","131.00","131.88","130.15","16.28M","0.98%"
"23/02/2024","129.64","130.84","131.96","128.88","23.11M","-0.65%"
"22/02/2024","130.49","128.17","131.10","127.65","40.82M","6.31%"
"21/02/2024","122.75","121.80","122.81","120.26","20.64M","0.07%"
"20/02/2024","122.65","123.59","123.77","121.26","26.33M","-1.52%"
"16/02/2024","124.55","125.90","127.57","124.24","21.27M","-1.55%"
"15/02/2024","126.51","128.00","128.00","124.49","21.87M","0.23%"
"14/02/2024","126.22","126.92","127.30","124.13","27.31M","0.84%"
"13/02/2024","125.17","123.51","125.59","122.71","31.91M","-1.06%"
"12/02/2024","126.50","129.00","129.01","125.90","24.78M","-1.44%"
"09/02/2024","128.34","125.20","128.57","124.90","26.29M","0.68%"
"08/02/2024","127.48","126.70","129.60","126.50","29.33M","1.41%"
"07/02/2024","125.71","123.40","125.95","122.67","25.77M","2.81%"
"06/02/2024","122.26","126.36","127.21","121.19","25.35M","-1.65%"
"05/02/2024","124.31","122.70","124.78","122.21","22.04M","1.53%"
"02/02/2024","122.43","120.88","123.47","120.51","26.69M","2.03%"
"01/02/2024","120.00","118.74","120.31","117.91","19.41M","1.70%"
"31/01/2024","118.00","118.94","119.72","117.43","27.40M","-2.33%"
"30/01/2024","120.82","121.68","122.80","120.43","20.68M","-0.79%"
"29/01/2024","121.78","121.49","122.37","120.50","21.53M","1.07%"
"26/01/2024","120.49","121.97","122.12","120.02","25.82M","-2.04%"
"25/01/2024","123.00","128.10","128.10","122.88","36.36M","-1.90%"
"24/01/2024","125.39","124.23","128.45","123.10","34.80M","2.25%"
"23/01/2024","122.63","122.10","122.70","120.35","16.95M","0.48%"
"22/01/2024","122.05","121.63","123.13","120.82","31.22M","0.77%"
"19/01/2024","121.12","115.73","121.70","115.60","53.08M","5.88%"
"18/01/2024","114.39","112.49","114.65","112.19","32.23M","3.65%"
"17/01/2024","110.37","110.63","111.31","109.02","18.31M","-1.01%"
"16/01/2024","111.50","111.23","112.62","109.86","26.15M","0.66%"
"12/01/2024","110.77","111.21","111.57","110.00","26.88M","0.70%"
"11/01/2024","110.00","108.43","110.13","107.45","25.76M","1.80%"
"10/01/2024","108.06","108.04","108.30","106.26","17.64M","-0.18%"
"09/01/2024","108.25","106.56","108.85","106.47","23.23M","0.71%"
"08/01/2024","107.49","105.65","107.80","105.20","33.11M","2.44%"
"05/01/2024","104.93","105.16","105.55","104.15","22.47M","0.03%"
"04/01/2024","104.90","105.80","106.95","104.74","25.66M","-0.90%"
"03/01/2024","105.86","107.02","107.50","105.53","34.74M","-2.47%"
"02/01/2024","108.54","109.21","110.20","107.71","28.83M","-2.77%"
